"Estacion","Fecha inicial","Fecha final","VViento"
"MEDELLÍN - TANQUES LA YE EPM","2024-04-04","","0.31132088"
"MEDELLÍN - TANQUES LA YE EPM","2024-04-03","","0.39227936"
"MEDELLÍN - TANQUES LA YE EPM","2024-04-02","","0.50098499"
"MEDELLÍN - TANQUES LA YE EPM","2024-04-01","","0.42416526"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-31","","0.31551382"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-30","","0.56458952"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-26","","0.8054201"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-25","","0.59392596"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-24","","0.42200428"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-23","","0.69143176"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-22","","0.82393412"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-21","","0.72034567"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-20","","0.59729532"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-19","","0.66059147"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-18","","0.98191723"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-17","","0.48963688"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-16","","0.79153122"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-15","","0.72446659"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-14","","0.33519326"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-13","","0.50826889"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-12","","0.64470755"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-11","","0.46631679"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-10","","0.68298513"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-09","","0.53730156"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-08","","0.60718012"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-07","","1.021723"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-06","","0.87613426"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-05","","0.78952256"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-04","","0.86924823"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-03","","0.62049108"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-02","","0.88891419"
"MEDELLÍN - TANQUES LA YE EPM","2024-03-01","","0.61232203"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-29","","0.81259242"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-28","","0.94479867"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-27","","0.75267108"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-26","","0.53952064"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-25","","0.58373199"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-24","","0.7181503"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-23","","0.55819796"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-22","","0.65263701"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-21","","0.66691043"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-20","","0.90560454"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-19","","0.68151651"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-18","","0.81771044"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-17","","0.66668764"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-16","","0.51112064"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-15","","0.81936662"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-14","","0.37857517"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-13","","0.9178223"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-12","","0.64609507"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-11","","0.65050553"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-10","","0.5548586"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-09","","0.51355181"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-08","","0.42617094"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-07","","0.4515751"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-06","","0.50855179"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-05","","0.50849224"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-04","","0.32583836"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-03","","0.28583304"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-02","","0.37350329"
"MEDELLÍN - TANQUES LA YE EPM","2024-02-01","","0.24201595"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-31","","0.7359671"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-30","","0.46778954"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-29","","0.68141143"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-28","","0.78404779"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-27","","0.48282462"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-26","","0.629941"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-25","","0.87458103"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-24","","0.84767588"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-23","","0.5898467"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-22","","0.76447075"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-21","","0.68577111"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-20","","0.75055409"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-19","","0.72965489"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-18","","0.87436873"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-17","","0.9782447"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-16","","0.82005709"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-15","","0.82824159"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-14","","0.87151375"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-13","","0.5451768"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-12","","0.42281004"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-11","","0.65547726"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-10","","0.58325999"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-09","","0.58338281"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-08","","0.96224036"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-07","","0.64819048"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-06","","1.05008347"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-05","","1.0497276"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-04","","0.79785569"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-03","","0.85945794"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-02","","0.58372932"
"MEDELLÍN - TANQUES LA YE EPM","2024-01-01","","0.69194092"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-31","","0.68241385"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-30","","0.5880838"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-29","","0.57333767"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-28","","0.46244924"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-27","","0.75321135"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-26","","0.5671632"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-25","","0.54194844"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-24","","0.9500836"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-23","","0.72364766"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-22","","0.87552893"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-21","","0.44063273"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-20","","0.54047814"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-19","","0.73922055"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-18","","0.50121936"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-17","","0.5490059"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-16","","0.43020758"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-15","","0.43208128"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-14","","0.55197866"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-13","","0.83227963"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-12","","0.96170179"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-11","","0.72265381"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-10","","0.83875441"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-09","","0.74683685"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-08","","0.71005603"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-07","","0.49729681"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-06","","0.79623538"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-05","","1.10244138"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-04","","1.13289557"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-03","","1.10840938"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-02","","0.86557518"
"MEDELLÍN - TANQUES LA YE EPM","2023-12-01","","0.95268461"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-30","","0.71830295"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-29","","0.83561167"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-28","","0.81567338"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-27","","0.84121648"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-26","","0.69669469"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-25","","0.66034021"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-24","","0.55059301"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-23","","0.73140961"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-22","","0.56645068"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-21","","0.54587684"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-20","","0.39952329"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-19","","0.29563201"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-18","","0.51543049"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-17","","0.60765458"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-16","","0.78775463"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-15","","0.69036048"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-14","","0.61773499"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-13","","0.81491709"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-12","","0.78828994"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-11","","0.77931429"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-10","","0.85492345"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-09","","0.89161297"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-08","","0.80798779"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-07","","0.77017971"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-06","","0.44677518"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-05","","0.87648034"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-04","","0.67068466"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-03","","0.73563907"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-02","","0.59760303"
"MEDELLÍN - TANQUES LA YE EPM","2023-11-01","","0.5318031"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-31","","0.74779068"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-30","","0.5506197"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-29","","0.75205444"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-28","","0.70566155"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-27","","0.71478721"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-26","","0.7597271"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-25","","0.71715278"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-24","","0.62252296"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-23","","0.64253705"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-22","","0.73198934"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-21","","0.58542132"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-20","","0.69513331"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-19","","0.70342733"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-18","","0.84085925"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-17","","0.80104023"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-16","","0.81348372"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-15","","0.92575189"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-14","","0.57769245"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-13","","0.83738588"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-12","","0.71245099"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-11","","0.7787178"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-10","","0.7355396"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-09","","0.71477771"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-08","","0.85803683"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-07","","0.6279404"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-06","","0.81829266"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-05","","0.63772598"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-04","","0.57321095"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-03","","0.71129117"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-02","","0.82915617"
"MEDELLÍN - TANQUES LA YE EPM","2023-10-01","","0.86785445"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-30","","0.92962726"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-29","","0.8679911"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-28","","0.80905982"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-27","","0.95667361"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-26","","0.85169793"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-25","","0.70943941"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-24","","0.79278898"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-23","","0.84267244"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-22","","0.82019233"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-21","","1.044946"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-20","","0.79257794"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-19","","0.68434328"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-18","","0.84003619"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-17","","0.93400541"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-16","","1.03929617"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-15","","0.85570213"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-14","","0.83152985"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-13","","0.73564874"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-12","","0.88613878"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-11","","0.87551774"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-10","","0.58364131"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-09","","0.80442924"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-08","","1.0603767"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-07","","1.05073143"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-06","","0.97251665"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-05","","0.93533121"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-04","","0.83376936"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-03","","0.78814496"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-02","","0.96644"
"MEDELLÍN - TANQUES LA YE EPM","2023-09-01","","0.91437821"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-31","","0.99854863"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-30","","0.91857894"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-29","","0.81368003"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-28","","0.92744075"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-27","","0.87019894"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-26","","0.99930747"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-25","","0.84210837"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-24","","0.78523721"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-23","","0.84745651"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-22","","0.4743535"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-21","","0.51046295"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-20","","0.71102494"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-19","","0.90756874"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-18","","0.59923678"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-17","","0.81041798"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-16","","0.68858138"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-15","","0.52765606"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-14","","0.81297035"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-13","","0.81206947"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-12","","0.83315889"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-11","","0.81991364"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-10","","0.9554312"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-09","","1.19450172"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-08","","0.92075693"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-07","","0.77044135"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-06","","0.88599156"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-05","","1.04028353"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-04","","0.87085078"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-03","","0.68263799"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-02","","0.77754562"
"MEDELLÍN - TANQUES LA YE EPM","2023-08-01","","0.87517081"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-31","","0.67654237"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-30","","0.87120315"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-29","","0.84693148"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-28","","0.77504325"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-27","","0.88156078"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-26","","0.63455686"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-25","","0.86813345"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-24","","0.84390942"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-23","","0.90561586"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-22","","0.99690934"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-21","","0.7922789"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-20","","0.91006396"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-19","","0.79188991"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-18","","0.63373076"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-17","","0.66827159"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-16","","0.69109653"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-15","","0.78150916"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-14","","0.64668604"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-13","","0.91423192"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-12","","0.93136063"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-11","","0.99160404"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-10","","1.00095463"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-09","","0.89457018"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-08","","0.78617524"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-07","","0.58494135"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-06","","0.58747377"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-05","","0.63792838"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-04","","0.55873227"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-03","","0.65594113"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-02","","0.6199988"
"MEDELLÍN - TANQUES LA YE EPM","2023-07-01","","0.85308277"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-30","","0.84399097"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-29","","0.84403763"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-28","","0.74250174"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-27","","0.73580007"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-26","","0.62393405"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-25","","0.58798177"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-24","","0.66065249"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-23","","0.72300584"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-22","","0.77818987"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-21","","0.83563351"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-20","","1.0364801"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-19","","0.98991736"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-18","","0.77857462"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-17","","0.80046234"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-16","","1.31833622"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-15","","1.26805741"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-14","","0.79101234"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-13","","0.87242299"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-12","","1.2776493"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-11","","0.84994748"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-10","","0.76496224"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-09","","0.64882732"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-08","","0.53330113"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-07","","0.92639354"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-06","","0.74158512"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-05","","0.75542582"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-04","","0.83851866"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-03","","0.8874704"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-02","","0.75288861"
"MEDELLÍN - TANQUES LA YE EPM","2023-06-01","","0.6537893"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-31","","0.8720053"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-30","","0.46129635"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-29","","0.64623149"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-28","","0.5863997"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-27","","0.53912407"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-26","","0.71284361"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-25","","0.68108475"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-24","","0.87533583"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-23","","0.4797459"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-22","","0.8703751"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-21","","0.63517037"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-20","","0.79074913"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-19","","0.88371067"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-18","","1.13677732"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-17","","0.89647149"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-16","","0.6713294"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-15","","0.71863235"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-14","","0.72305063"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-13","","0.80501489"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-12","","0.86179722"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-11","","0.92554713"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-10","","0.72242391"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-09","","0.94414216"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-08","","0.80639011"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-07","","1.24137318"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-06","","0.80286674"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-05","","0.80521995"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-04","","0.90665975"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-03","","0.78672569"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-02","","0.63899362"
"MEDELLÍN - TANQUES LA YE EPM","2023-05-01","","0.7853261"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-30","","0.56956442"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-29","","0.64110784"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-28","","0.72879719"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-27","","0.92585235"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-26","","0.63501626"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-25","","0.64113206"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-24","","0.59648185"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-23","","1.01210424"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-22","","0.54844264"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-21","","0.82700791"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-20","","0.6005141"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-19","","0.97354738"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-18","","0.62145953"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-17","","0.75790251"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-16","","0.84617722"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-15","","0.77204611"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-14","","0.52477313"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-13","","0.68690358"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-12","","0.60086013"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-11","","0.62455087"
"MEDELLÍN - TANQUES LA YE EPM","2023-04-10","","0.85208714"
